GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
PCBP4	HsaALTA0006110-1/2	0	2.19	Pass	4.47	Pass	3.38	Pass	5.37	Pass
PCBP4	HsaALTA0006110-2/2	5	97.81	Pass	95.53	Pass	96.62	Pass	94.63	Pass
PCBP4	HsaALTA0006111-1/2	0	4.31	Pass	1.96	Pass	8.26	Fail	0.00	Fail
PCBP4	HsaALTA0006111-2/2	34	95.69	Pass	98.04	Pass	91.74	Fail	100.00	Fail
YPEL3	HsaALTA0009595-1/2	0	100.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
YPEL3	HsaALTA0009595-2/2	41	0.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
MRPS33	HsaALTA0005359-1/2	0	15.26	Pass	15.97	Pass	13.72	Pass	17.58	Pass
MRPS33	HsaALTA0005359-2/2	43	84.74	Pass	84.03	Pass	86.28	Pass	82.42	Pass
MAEA	HsaALTA0004915-1/2	0	3.50	Pass	3.70	Pass	5.09	Pass	4.49	Pass
MAEA	HsaALTA0004915-2/2	4	96.50	Pass	96.30	Pass	94.91	Pass	95.51	Pass
STRN4	HsaALTA0008317-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
STRN4	HsaALTA0008317-2/2	12	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
STRN4	HsaALTA0008318-1/2	0	89.56	Pass	87.50	Pass	82.31	Pass	76.72	Pass
STRN4	HsaALTA0008318-2/2	21	10.44	Pass	12.50	Pass	17.69	Pass	23.28	Pass
STRN4	HsaALTA0008319-1/2	0	0.00	Pass	0.33	Pass	0.00	Pass	0.00	Pass
STRN4	HsaALTA0008319-2/2	2	100.00	Pass	99.67	Pass	100.00	Pass	100.00	Pass
SPG21	HsaALTA0008169-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SPG21	HsaALTA0008169-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SPG21	HsaALTA0008170-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SPG21	HsaALTA0008170-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
THPO	HsaALTA0008639-1/3	0	NA	Fail	NA	Fail	35.29	Fail	45.83	Fail
THPO	HsaALTA0008639-2/3	12	NA	Fail	NA	Fail	64.71	Fail	54.17	Fail
THPO	HsaALTA0008639-3/3	72	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CHRD	HsaALTA0001862-1/2	0	NA	Fail	0.00	Fail	5.65	Pass	2.90	Pass
CHRD	HsaALTA0001862-2/2	29	NA	Fail	100.00	Fail	94.35	Pass	97.10	Pass
CHRD	HsaALTA0001863-1/2	0	NA	Fail	0.00	Fail	20.07	Pass	17.05	Pass
CHRD	HsaALTA0001863-2/2	3	NA	Fail	100.00	Fail	79.93	Pass	82.95	Pass
FLT3LG	HsaALTA0003395-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
FLT3LG	HsaALTA0003395-2/2	17	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
GNPTG	HsaALTA0003715-1/2	0	3.39	Pass	2.97	Pass	1.57	Pass	2.64	Pass
GNPTG	HsaALTA0003715-2/2	18	96.61	Pass	97.03	Pass	98.43	Pass	97.36	Pass
GOLGA3	HsaALTA0003718-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
GOLGA3	HsaALTA0003718-2/2	2	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
GOLGA3	HsaALTA0003719-1/2	0	100.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
GOLGA3	HsaALTA0003719-2/2	2	0.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
GOLGA3	HsaALTA0003720-1/2	0	1.25	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GOLGA3	HsaALTA0003720-2/2	98	98.75	Pass	100.00	Pass	100.00	Pass	100.00	Pass
USP48	HsaALTA0009352-1/2	0	2.15	Pass	11.99	Pass	15.34	Pass	11.29	Pass
USP48	HsaALTA0009352-2/2	3	97.85	Pass	88.01	Pass	84.66	Pass	88.71	Pass
USP48	HsaALTA0009353-1/2	0	21.02	Pass	26.09	Fail	21.55	Pass	32.56	Pass
USP48	HsaALTA0009353-2/2	3	78.98	Pass	73.91	Fail	78.45	Pass	67.44	Pass
AARS	HsaALTA0000015-1/2	0	0.80	Pass	0.00	Pass	0.40	Pass	0.89	Pass
AARS	HsaALTA0000015-2/2	40	99.20	Pass	100.00	Pass	99.60	Pass	99.11	Pass
AARS	HsaALTA0000016-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AARS	HsaALTA0000016-2/2	8	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AARS	HsaALTA0000017-1/2	0	0.27	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AARS	HsaALTA0000017-2/2	7	99.73	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GLG1	HsaALTA0003664-1/2	0	0.61	Pass	2.74	Pass	0.67	Pass	0.14	Pass
GLG1	HsaALTA0003664-2/2	6	99.39	Pass	97.26	Pass	99.33	Pass	99.86	Pass
GLG1	HsaALTA0003665-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GLG1	HsaALTA0003665-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TNRC6A	HsaALTA0008864-1/2	0	0.00	Pass	4.35	Pass	0.00	Fail	2.48	Fail
TNRC6A	HsaALTA0008864-2/2	69	100.00	Pass	95.65	Pass	100.00	Fail	97.52	Fail
PLEKHG2	HsaALTA0006396-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
PLEKHG2	HsaALTA0006396-2/2	60	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
PLEKHG2	HsaALTA0006397-1/2	0	45.45	Pass	55.00	Pass	38.10	Fail	40.62	Pass
PLEKHG2	HsaALTA0006397-2/2	3	54.55	Pass	45.00	Pass	61.90	Fail	59.38	Pass
PITPNM2	HsaALTA0006336-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PITPNM2	HsaALTA0006336-2/2	31	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
EXOC1	HsaALTA0003034-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
EXOC1	HsaALTA0003034-2/2	20	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
OSBPL8	HsaALTA0005980-1/2	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
OSBPL8	HsaALTA0005980-2/2	1	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
OSBPL8	HsaALTA0005981-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
OSBPL8	HsaALTA0005981-2/2	4	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
OSBPL8	HsaALTA0005982-1/2	0	33.49	Pass	25.45	Pass	47.15	Pass	31.07	Pass
OSBPL8	HsaALTA0005982-2/2	9	66.51	Pass	74.55	Pass	52.85	Pass	68.93	Pass
DTX2	HsaALTA0002673-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	26.12	Fail
DTX2	HsaALTA0002673-2/3	109	100.00	Fail	100.00	Fail	100.00	Fail	73.88	Fail
DTX2	HsaALTA0002673-3/3	209	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DTX2	HsaALTA0002674-1/2	0	75.00	Fail	66.67	Fail	50.00	Fail	50.00	Fail
DTX2	HsaALTA0002674-2/2	171	25.00	Fail	33.33	Fail	50.00	Fail	50.00	Fail
PUS7	HsaALTA0006872-1/2	0	20.00	Fail	50.00	Fail	44.00	Pass	48.72	Pass
PUS7	HsaALTA0006872-2/2	24	80.00	Fail	50.00	Fail	56.00	Pass	51.28	Pass
LAMB4	HsaALTA0004691-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LAMB4	HsaALTA0004691-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NRCAM	HsaALTA0005828-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NRCAM	HsaALTA0005828-2/2	12	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LAMB1	HsaALTA0004682-1/2	0	0.19	Pass	0.41	Pass	0.00	Pass	0.33	Pass
LAMB1	HsaALTA0004682-2/2	152	99.81	Pass	99.59	Pass	100.00	Pass	99.67	Pass
LAMB1	HsaALTA0004683-1/2	0	97.41	Pass	95.11	Pass	98.91	Pass	97.71	Pass
LAMB1	HsaALTA0004683-2/2	116	2.59	Pass	4.89	Pass	1.09	Pass	2.29	Pass
LAMB1	HsaALTA0004684-1/2	0	0.61	Pass	0.47	Pass	0.30	Pass	1.49	Pass
LAMB1	HsaALTA0004684-2/2	103	99.39	Pass	99.53	Pass	99.70	Pass	98.51	Pass
SLC26A3	HsaALTA0007900-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC26A3	HsaALTA0007900-2/2	50	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DLD	HsaALTA0002516-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DLD	HsaALTA0002516-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DLD	HsaALTA0002517-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DLD	HsaALTA0002517-2/2	95	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
WDR7	HsaALTA0009520-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	12.50	Fail
WDR7	HsaALTA0009520-2/2	68	100.00	Fail	100.00	Fail	NA	Fail	87.50	Fail
WDR7	HsaALTA0009521-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WDR7	HsaALTA0009521-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TXNL1	HsaALTA0009175-1/2	0	25.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TXNL1	HsaALTA0009175-2/2	51	75.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
AC013461.1	HsaALTA0000095-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
AC013461.1	HsaALTA0000095-2/2	48	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
TF	HsaALTA0008568-1/2	0	NA	Fail	NA	Fail	0.02	Pass	0.01	Pass
TF	HsaALTA0008568-2/2	8	NA	Fail	NA	Fail	99.98	Pass	99.99	Pass
TF	HsaALTA0008569-1/2	0	NA	Fail	0.00	Fail	0.17	Pass	0.14	Pass
TF	HsaALTA0008569-2/2	6	NA	Fail	100.00	Fail	99.83	Pass	99.86	Pass
TF	HsaALTA0008570-1/2	0	NA	Fail	0.00	Fail	0.00	Pass	0.00	Pass
TF	HsaALTA0008570-2/2	2	NA	Fail	100.00	Fail	100.00	Pass	100.00	Pass
CDV3	HsaALTA0001749-1/2	0	11.11	Pass	28.00	Pass	18.62	Pass	15.75	Pass
CDV3	HsaALTA0001749-2/2	3	88.89	Pass	72.00	Pass	81.38	Pass	84.25	Pass
CDV3	HsaALTA0001750-1/2	0	6.06	Pass	5.43	Pass	8.57	Pass	6.45	Pass
CDV3	HsaALTA0001750-2/2	3	93.94	Pass	94.57	Pass	91.43	Pass	93.55	Pass
CDV3	HsaALTA0001751-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CDV3	HsaALTA0001751-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MYO15A	HsaALTA0005493-1/2	0	NA	Fail	28.57	Fail	NA	Fail	NA	Fail
MYO15A	HsaALTA0005493-2/2	50	NA	Fail	71.43	Fail	NA	Fail	NA	Fail
MYO15A	HsaALTA0005494-1/2	0	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail
MYO15A	HsaALTA0005494-2/2	52	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail
ALKBH5	HsaALTA0000381-1/2	0	NA	Fail	NA	Fail	75.54	Fail	100.00	Fail
ALKBH5	HsaALTA0000381-2/2	48	NA	Fail	NA	Fail	24.46	Fail	0.00	Fail
APOH	HsaALTA0000566-1/2	0	NA	Fail	NA	Fail	0.14	Pass	0.21	Pass
APOH	HsaALTA0000566-2/2	36	NA	Fail	NA	Fail	99.86	Pass	99.79	Pass
APOH	HsaALTA0000567-1/3	0	NA	Fail	NA	Fail	0.02	Pass	0.00	Pass
APOH	HsaALTA0000567-2/3	7	NA	Fail	NA	Fail	0.01	Pass	0.01	Pass
APOH	HsaALTA0000567-3/3	63	NA	Fail	NA	Fail	99.98	Pass	99.99	Pass
AC055839.1	HsaALTA0000101-1/2	0	0.00	Fail	100.00	Fail	NA	Fail	NA	Fail
AC055839.1	HsaALTA0000101-2/2	4	100.00	Fail	0.00	Fail	NA	Fail	NA	Fail
SPAG7	HsaALTA0008137-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
SPAG7	HsaALTA0008137-2/2	5	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
ZFHX4	HsaALTA0009680-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZFHX4	HsaALTA0009680-2/2	78	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZC3HC1	HsaALTA0009637-1/2	0	7.18	Pass	6.18	Pass	2.65	Pass	4.47	Pass
ZC3HC1	HsaALTA0009637-2/2	129	92.82	Pass	93.82	Pass	97.35	Pass	95.53	Pass
ANGPT2	HsaALTA0000427-1/2	0	51.35	Pass	47.83	Pass	100.00	Fail	100.00	Fail
ANGPT2	HsaALTA0000427-2/2	3	48.65	Pass	52.17	Pass	0.00	Fail	0.00	Fail
TMEM101	HsaALTA0008723-1/2	0	0.87	Pass	1.66	Pass	0.58	Pass	0.84	Pass
TMEM101	HsaALTA0008723-2/2	56	99.13	Pass	98.34	Pass	99.42	Pass	99.16	Pass
CD200	HsaALTA0001651-1/2	0	10.96	Pass	6.00	Pass	NA	Fail	NA	Fail
CD200	HsaALTA0001651-2/2	5	89.04	Pass	94.00	Pass	NA	Fail	NA	Fail
PSME1	HsaALTA0006782-1/2	0	97.98	Pass	97.00	Pass	99.64	Pass	99.55	Pass
PSME1	HsaALTA0006782-2/2	87	2.02	Pass	3.00	Pass	0.36	Pass	0.45	Pass
PPP2R3C	HsaALTA0006617-1/2	0	0.00	Fail	0.00	Fail	0.90	Pass	0.00	Pass
PPP2R3C	HsaALTA0006617-2/2	30	100.00	Fail	100.00	Fail	99.10	Pass	100.00	Pass
HAUS4	HsaALTA0003901-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.33	Pass
HAUS4	HsaALTA0003901-2/2	48	100.00	Pass	100.00	Fail	100.00	Pass	99.67	Pass
SLC22A17	HsaALTA0007854-1/2	0	10.82	Fail	11.46	Fail	0.00	Fail	39.29	Fail
SLC22A17	HsaALTA0007854-2/2	125	89.18	Fail	88.54	Fail	100.00	Fail	60.71	Fail
HECTD1	HsaALTA0003950-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
HECTD1	HsaALTA0003950-2/2	4	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
HECTD1	HsaALTA0003951-1/3	0	50.00	Fail	100.00	Fail	60.00	Fail	100.00	Fail
HECTD1	HsaALTA0003951-2/3	15	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
HECTD1	HsaALTA0003951-3/3	48	50.00	Fail	0.00	Fail	40.00	Fail	0.00	Fail
HECTD1	HsaALTA0003952-1/2	0	0.00	Pass	0.00	Pass	0.36	Pass	0.00	Pass
HECTD1	HsaALTA0003952-2/2	154	100.00	Pass	100.00	Pass	99.64	Pass	100.00	Pass
HNRNPC	HsaALTA0004064-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
HNRNPC	HsaALTA0004064-2/2	20	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
HNRNPC	HsaALTA0004065-1/2	0	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
HNRNPC	HsaALTA0004065-2/2	29	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
RPGRIP1	HsaALTA0007284-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
RPGRIP1	HsaALTA0007284-2/2	3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
TINF2	HsaALTA0008665-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TINF2	HsaALTA0008665-2/2	2	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
WDR76	HsaALTA0009524-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
WDR76	HsaALTA0009524-2/2	110	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
VIL2	HsaALTA0009402-1/2	0	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail
VIL2	HsaALTA0009402-2/2	2	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail
VIL2	HsaALTA0009403-1/2	0	17.79	Pass	21.26	Pass	8.71	Pass	6.84	Pass
VIL2	HsaALTA0009403-2/2	2	82.21	Pass	78.74	Pass	91.29	Pass	93.16	Pass
MYL6	HsaALTA0005481-1/5	0	0.01	Pass	0.00	Pass	0.00	Pass	0.00	Fail
MYL6	HsaALTA0005482-1/3	0	12.12	Fail	10.36	Fail	45.45	Fail	22.99	Fail
MYL6	HsaALTA0005482-2/3	6	15.15	Fail	62.18	Fail	0.00	Fail	22.99	Fail
MYL6	HsaALTA0005482-3/3	8	72.73	Fail	27.46	Fail	54.55	Fail	54.02	Fail
MYL6	HsaALTA0005483-1/5	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MYL6	HsaALTA0005483-2/5	8	0.00	Pass	0.02	Pass	0.00	Pass	0.00	Pass
MYL6	HsaALTA0005483-3/5	12	0.08	Pass	0.11	Pass	0.00	Pass	0.03	Pass
MYL6	HsaALTA0005483-4/5	60	0.06	Pass	0.06	Pass	0.00	Pass	0.02	Pass
MYL6	HsaALTA0005483-5/5	62	99.86	Pass	99.82	Pass	100.00	Pass	99.95	Pass
CLSPN	HsaALTA0001940-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CLSPN	HsaALTA0001940-2/2	159	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
UNC13D	HsaALTA0009296-1/2	0	0.00	Pass	0.00	Pass	1.62	Pass	0.00	Pass
UNC13D	HsaALTA0009296-2/2	60	100.00	Pass	100.00	Pass	98.38	Pass	100.00	Pass
CDC45	HsaALTA0001703-1/2	0	0.00	Pass	0.00	Pass	1.15	Pass	0.00	Pass
CDC45	HsaALTA0001703-2/2	10	100.00	Pass	100.00	Pass	98.85	Pass	100.00	Pass
COMT	HsaALTA0002067-1/2	0	98.47	Pass	98.85	Pass	98.47	Pass	98.64	Pass
COMT	HsaALTA0002067-2/2	58	1.53	Pass	1.15	Pass	1.53	Pass	1.36	Pass
XXbac-B461K10.4	HsaALTA0009584-1/2	0	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
XXbac-B461K10.4	HsaALTA0009584-2/2	32	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
SEC22C	HsaALTA0007565-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SEC22C	HsaALTA0007565-2/2	8	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
CDC6	HsaALTA0001704-1/2	0	0.75	Pass	3.36	Pass	7.46	Pass	0.00	Pass
CDC6	HsaALTA0001704-2/2	3	99.25	Pass	96.64	Pass	92.54	Pass	100.00	Pass
CDC23	HsaALTA0001689-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CDC23	HsaALTA0001689-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AAAS	HsaALTA0000008-1/2	0	0.41	Pass	2.91	Pass	1.95	Pass	2.07	Pass
AAAS	HsaALTA0000008-2/2	13	99.59	Pass	97.09	Pass	98.05	Pass	97.93	Pass
AAAS	HsaALTA0000009-1/2	0	0.00	Fail	20.47	Fail	NA	Fail	NA	Fail
AAAS	HsaALTA0000009-2/2	3	100.00	Fail	79.53	Fail	NA	Fail	NA	Fail
MAP3K1	HsaALTA0004958-1/2	0	0.00	Fail	15.00	Fail	0.00	Pass	0.00	Pass
MAP3K1	HsaALTA0004958-2/2	38	100.00	Fail	85.00	Fail	100.00	Pass	100.00	Pass
DHPS	HsaALTA0002474-1/3	0	0.00	Pass	0.00	Pass	0.18	Pass	0.00	Pass
DHPS	HsaALTA0002474-2/3	5	2.79	Pass	2.14	Pass	4.13	Pass	3.26	Pass
DHPS	HsaALTA0002474-3/3	42	97.21	Pass	97.86	Pass	95.69	Pass	96.74	Pass
DHPS	HsaALTA0002475-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DHPS	HsaALTA0002475-2/3	14	1.81	Pass	1.17	Pass	2.18	Pass	2.72	Pass
DHPS	HsaALTA0002475-3/3	34	98.19	Pass	98.83	Pass	97.82	Pass	97.28	Pass
DHPS	HsaALTA0002476-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DHPS	HsaALTA0002476-2/2	23	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TMEM38B	HsaALTA0008790-1/2	0	0.00	Fail	100.00	Fail	40.00	Fail	100.00	Fail
TMEM38B	HsaALTA0008790-2/2	3	100.00	Fail	0.00	Fail	60.00	Fail	0.00	Fail
PSMD5	HsaALTA0006780-1/2	0	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
PSMD5	HsaALTA0006780-2/2	21	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
NUP188	HsaALTA0005891-1/2	0	3.34	Pass	1.83	Pass	0.80	Pass	3.27	Pass
NUP188	HsaALTA0005891-2/2	33	96.66	Pass	98.17	Pass	99.20	Pass	96.73	Pass
NUP188	HsaALTA0005892-1/2	0	0.00	Fail	0.00	Fail	5.29	Pass	0.00	Pass
NUP188	HsaALTA0005892-2/2	4	100.00	Fail	100.00	Fail	94.71	Pass	100.00	Pass
SH2D3C	HsaALTA0007755-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SH2D3C	HsaALTA0007755-2/2	25	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NANS	HsaALTA0005547-1/2	0	98.85	Pass	99.21	Pass	99.54	Pass	99.68	Pass
NANS	HsaALTA0005547-2/2	131	1.15	Pass	0.79	Pass	0.46	Pass	0.32	Pass
TBC1D2	HsaALTA0008475-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	8.00	Pass
TBC1D2	HsaALTA0008475-2/2	33	100.00	Pass	100.00	Fail	100.00	Fail	92.00	Pass
TBC1D2	HsaALTA0008476-1/2	0	0.00	Fail	4.50	Pass	9.59	Fail	6.22	Fail
TBC1D2	HsaALTA0008476-2/2	4	100.00	Fail	95.50	Pass	90.41	Fail	93.78	Fail
CWF19L1	HsaALTA0002272-1/2	0	26.10	Fail	0.00	Fail	16.90	Pass	13.93	Fail
CWF19L1	HsaALTA0002272-2/2	16	73.90	Fail	100.00	Fail	83.10	Pass	86.07	Fail
CWF19L1	HsaALTA0002273-1/2	0	0.00	Pass	0.00	Pass	2.60	Pass	0.00	Pass
CWF19L1	HsaALTA0002273-2/2	5	100.00	Pass	100.00	Pass	97.40	Pass	100.00	Pass
SEMA4G	HsaALTA0007602-1/2	0	92.86	Fail	100.00	Fail	99.18	Pass	99.75	Pass
SEMA4G	HsaALTA0007602-2/2	112	7.14	Fail	0.00	Fail	0.82	Pass	0.25	Pass
IKZF5	HsaALTA0004236-1/2	0	8.33	Fail	0.00	Fail	16.67	Fail	12.50	Fail
IKZF5	HsaALTA0004236-2/2	13	91.67	Fail	100.00	Fail	83.33	Fail	87.50	Fail
WAC	HsaALTA0009451-1/2	0	NA	Fail	NA	Fail	0.00	Fail	33.33	Fail
WAC	HsaALTA0009451-2/2	9	NA	Fail	NA	Fail	100.00	Fail	66.67	Fail
CREM	HsaALTA0002158-1/2	0	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail
CREM	HsaALTA0002158-2/2	17	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail
CREM	HsaALTA0002159-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
CREM	HsaALTA0002159-2/2	5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
NUBP2	HsaALTA0005863-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
NUBP2	HsaALTA0005863-2/2	4	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
TPSD1	HsaALTA0008920-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
TPSD1	HsaALTA0008920-2/2	27	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
HIVEP1	HsaALTA0004004-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail
HIVEP1	HsaALTA0004004-2/2	1	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Fail
SRPK1	HsaALTA0008213-1/2	0	95.45	Fail	94.44	Fail	92.86	Pass	96.15	Fail
SRPK1	HsaALTA0008213-2/2	28	4.55	Fail	5.56	Fail	7.14	Pass	3.85	Fail
SRPK1	HsaALTA0008214-1/2	0	100.00	Pass	100.00	Pass	93.93	Pass	98.86	Pass
SRPK1	HsaALTA0008214-2/2	28	0.00	Pass	0.00	Pass	6.07	Pass	1.14	Pass
TMEM14A	HsaALTA0008746-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
TMEM14A	HsaALTA0008746-2/2	8	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
EFHC1	HsaALTA0002781-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
EFHC1	HsaALTA0002781-2/2	7	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
HSP90AB1	HsaALTA0004116-1/2	0	99.82	Pass	99.80	Pass	99.70	Pass	99.67	Pass
HSP90AB1	HsaALTA0004116-2/2	13	0.18	Pass	0.20	Pass	0.30	Pass	0.33	Pass
HSP90AB1	HsaALTA0004117-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
HSP90AB1	HsaALTA0004117-2/2	12	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
HSP90AB1	HsaALTA0004118-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
HSP90AB1	HsaALTA0004118-2/2	17	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ITPR3	HsaALTA0004414-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITPR3	HsaALTA0004414-2/2	44	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ITPR3	HsaALTA0004415-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITPR3	HsaALTA0004415-2/3	24	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITPR3	HsaALTA0004415-3/3	33	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ITPR3	HsaALTA0004416-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITPR3	HsaALTA0004416-2/2	30	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ITPR3	HsaALTA0004417-1/2	0	0.95	Pass	0.85	Pass	0.88	Pass	4.92	Pass
