GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
RHOT2	HsaALTA0007175-2/2	21	100.00	Pass	100.00	Pass	100.00	Pass	97.24	Pass
RHOT2	HsaALTA0007176-1/2	0	3.88	Pass	3.65	Pass	1.53	Pass	6.25	Pass
RHOT2	HsaALTA0007176-2/2	32	96.12	Pass	96.35	Pass	98.47	Pass	93.75	Pass
RHOT2	HsaALTA0007177-1/2	0	0.99	Pass	1.19	Pass	1.26	Pass	0.39	Pass
RHOT2	HsaALTA0007177-2/2	6	99.01	Pass	98.81	Pass	98.74	Pass	99.61	Pass
RHOT2	HsaALTA0007178-1/4	0	0.00	Pass	0.00	Pass	0.58	Pass	0.00	Pass
RHOT2	HsaALTA0007178-2/4	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RHOT2	HsaALTA0007178-3/4	15	13.11	Pass	12.43	Pass	13.37	Pass	17.84	Pass
RHOT2	HsaALTA0007178-4/4	32	86.89	Pass	87.57	Pass	86.05	Pass	82.16	Pass
ZNF434	HsaALTA0009824-1/2	0	84.62	Pass	76.47	Fail	62.50	Fail	66.50	Fail
ZNF434	HsaALTA0009824-2/2	50	15.38	Pass	23.53	Fail	37.50	Fail	33.50	Fail
RPS2	HsaALTA0007372-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	11.11	Fail
RPS2	HsaALTA0007372-2/2	7	100.00	Pass	100.00	Pass	100.00	Fail	88.89	Fail
RPS2	HsaALTA0007373-1/2	0	3.09	Pass	0.00	Pass	0.00	Pass	10.26	Fail
RPS2	HsaALTA0007373-2/2	51	96.91	Pass	100.00	Pass	100.00	Pass	89.74	Fail
NDUFB10	HsaALTA0005650-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NDUFB10	HsaALTA0005650-2/3	29	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NDUFB10	HsaALTA0005650-3/3	34	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PDPK1	HsaALTA0006172-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
PDPK1	HsaALTA0006172-2/2	117	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
TCF25	HsaALTA0008520-1/2	0	5.87	Pass	3.79	Pass	2.80	Pass	1.96	Pass
TCF25	HsaALTA0008520-2/2	45	94.13	Pass	96.21	Pass	97.20	Pass	98.04	Pass
TCF25	HsaALTA0008521-1/4	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TCF25	HsaALTA0008521-2/4	43	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TCF25	HsaALTA0008521-3/4	61	1.06	Pass	1.40	Pass	6.47	Pass	6.43	Pass
TCF25	HsaALTA0008521-4/4	65	98.94	Pass	98.60	Pass	93.53	Pass	93.57	Pass
NCOR1	HsaALTA0005613-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NCOR1	HsaALTA0005613-2/2	25	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCOR1	HsaALTA0005614-1/2	0	23.08	Fail	75.00	Fail	54.55	Fail	70.00	Fail
NCOR1	HsaALTA0005614-2/2	3	76.92	Fail	25.00	Fail	45.45	Fail	30.00	Fail
NCOR1	HsaALTA0005615-1/2	0	14.04	Pass	12.50	Pass	8.77	Pass	0.75	Pass
NCOR1	HsaALTA0005615-2/2	48	85.96	Pass	87.50	Pass	91.23	Pass	99.25	Pass
NCOR1	HsaALTA0005616-1/2	0	7.65	Pass	4.25	Pass	2.42	Pass	6.03	Pass
NCOR1	HsaALTA0005616-2/2	3	92.35	Pass	95.75	Pass	97.58	Pass	93.97	Pass
NCOR1	HsaALTA0005617-1/2	0	0.00	Pass	0.00	Pass	0.52	Pass	0.00	Pass
NCOR1	HsaALTA0005617-2/2	3	100.00	Pass	100.00	Pass	99.48	Pass	100.00	Pass
COPS3	HsaALTA0002080-1/2	0	93.75	Pass	91.67	Pass	98.43	Pass	86.02	Pass
COPS3	HsaALTA0002080-2/2	19	6.25	Pass	8.33	Pass	1.57	Pass	13.98	Pass
COPS3	HsaALTA0002081-1/2	0	97.91	Pass	96.82	Pass	97.61	Pass	95.41	Pass
COPS3	HsaALTA0002081-2/2	68	2.09	Pass	3.18	Pass	2.39	Pass	4.59	Pass
KSR1	HsaALTA0004664-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
KSR1	HsaALTA0004664-2/3	30	14.29	Fail	0.00	Fail	40.00	Fail	0.00	Fail
KSR1	HsaALTA0004664-3/3	32	85.71	Fail	100.00	Fail	60.00	Fail	100.00	Fail
RANBP10	HsaALTA0006985-1/2	0	91.40	Pass	96.82	Pass	81.76	Pass	74.70	Pass
RANBP10	HsaALTA0006985-2/2	90	8.60	Pass	3.18	Pass	18.24	Pass	25.30	Pass
RANBP10	HsaALTA0006986-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
RANBP10	HsaALTA0006986-2/2	3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
MYO19	HsaALTA0005499-1/3	0	52.24	Fail	0.00	Fail	0.00	Fail	100.00	Fail
MYO19	HsaALTA0005499-2/3	3	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail
MYO19	HsaALTA0005499-3/3	8	47.76	Fail	100.00	Fail	0.00	Fail	0.00	Fail
MYO19	HsaALTA0005500-1/2	0	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
MYO19	HsaALTA0005500-2/2	18	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
TOM1L1	HsaALTA0008874-1/2	0	0.00	Fail	NA	Fail	0.00	Pass	0.00	Pass
TOM1L1	HsaALTA0008874-2/2	16	100.00	Fail	NA	Fail	100.00	Pass	100.00	Pass
TOB1	HsaALTA0008869-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	33.33	Fail
TOB1	HsaALTA0008869-2/2	203	100.00	Fail	100.00	Fail	100.00	Fail	66.67	Fail
SGSM2	HsaALTA0007743-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SGSM2	HsaALTA0007743-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SGSM2	HsaALTA0007744-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SGSM2	HsaALTA0007744-2/2	6	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SGSM2	HsaALTA0007745-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
SGSM2	HsaALTA0007745-2/2	45	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
SGSM2	HsaALTA0007746-1/2	0	6.19	Pass	7.95	Pass	2.74	Pass	9.33	Pass
SGSM2	HsaALTA0007746-2/2	4	93.81	Pass	92.05	Pass	97.26	Pass	90.67	Pass
SGSM2	HsaALTA0007747-1/2	0	0.56	Pass	0.78	Pass	0.85	Pass	1.99	Pass
SGSM2	HsaALTA0007747-2/2	5	99.44	Pass	99.22	Pass	99.15	Pass	98.01	Pass
NPEPPS	HsaALTA0005792-1/2	0	100.00	Fail	NA	Fail	20.45	Fail	50.70	Fail
NPEPPS	HsaALTA0005792-2/2	36	0.00	Fail	NA	Fail	79.55	Fail	49.30	Fail
SPACA3	HsaALTA0008135-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPACA3	HsaALTA0008135-2/2	37	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CCDC45	HsaALTA0001576-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
CCDC45	HsaALTA0001576-2/2	19	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
ABCA8	HsaALTA0000034-1/2	0	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ABCA8	HsaALTA0000034-2/2	15	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
BCAS3	HsaALTA0000923-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
BCAS3	HsaALTA0000923-2/2	1	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
TAF4B	HsaALTA0008440-1/2	0	NA	Fail	100.00	Fail	100.00	Pass	100.00	Fail
TAF4B	HsaALTA0008440-2/2	15	NA	Fail	0.00	Fail	0.00	Pass	0.00	Fail
AFG3L2	HsaALTA0000270-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
AFG3L2	HsaALTA0000270-2/2	16	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
C18orf21	HsaALTA0001117-1/2	0	0.00	Fail	3.57	Pass	3.08	Pass	0.00	Pass
C18orf21	HsaALTA0001117-2/2	44	100.00	Fail	96.43	Pass	96.92	Pass	100.00	Pass
FAM59A	HsaALTA0003195-1/2	0	80.00	Fail	100.00	Fail	49.93	Fail	45.45	Fail
FAM59A	HsaALTA0003195-2/2	3	20.00	Fail	0.00	Fail	50.07	Fail	54.55	Fail
OSBPL1A	HsaALTA0005977-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
OSBPL1A	HsaALTA0005977-2/2	20	NA	Fail	NA	Fail	NA	Fail	NA	Fail
OSBPL1A	HsaALTA0005978-1/2	0	0.00	Pass	0.00	Pass	NA	Fail	NA	Fail
OSBPL1A	HsaALTA0005978-2/2	34	100.00	Pass	100.00	Pass	NA	Fail	NA	Fail
C18orf8	HsaALTA0001118-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
C18orf8	HsaALTA0001118-2/2	54	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
NPC1	HsaALTA0005788-1/2	0	5.98	Pass	4.33	Pass	3.42	Pass	3.33	Pass
NPC1	HsaALTA0005788-2/2	2	94.02	Pass	95.67	Pass	96.58	Pass	96.67	Pass
NPC1	HsaALTA0005789-1/2	0	89.53	Pass	83.89	Pass	59.12	Pass	78.06	Pass
NPC1	HsaALTA0005789-2/2	51	10.47	Pass	16.11	Pass	40.88	Pass	21.94	Pass
ARRB2	HsaALTA0000688-1/2	0	100.00	Pass	96.12	Pass	100.00	Pass	100.00	Pass
ARRB2	HsaALTA0000688-2/2	26	0.00	Pass	3.88	Pass	0.00	Pass	0.00	Pass
ARRB2	HsaALTA0000689-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ARRB2	HsaALTA0000689-2/2	7	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ARRB2	HsaALTA0000690-1/2	0	100.00	Pass	95.89	Pass	97.58	Pass	98.26	Pass
ARRB2	HsaALTA0000690-2/2	36	0.00	Pass	4.11	Pass	2.42	Pass	1.74	Pass
WRAP53	HsaALTA0009550-1/2	0	96.55	Pass	97.30	Pass	100.00	Fail	100.00	Fail
WRAP53	HsaALTA0009550-2/2	32	3.45	Pass	2.70	Pass	0.00	Fail	0.00	Fail
WRAP53	HsaALTA0009551-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
WRAP53	HsaALTA0009551-2/2	1	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MINK1	HsaALTA0005212-1/3	0	5.29	Pass	5.26	Pass	4.39	Pass	6.15	Pass
MINK1	HsaALTA0005212-2/3	33	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MINK1	HsaALTA0005212-3/3	43	94.71	Pass	94.74	Pass	95.61	Pass	93.85	Pass
MINK1	HsaALTA0005213-1/2	0	0.00	Fail	59.30	Fail	52.61	Fail	70.83	Fail
MINK1	HsaALTA0005213-2/2	17	100.00	Fail	40.70	Fail	47.39	Fail	29.17	Fail
MINK1	HsaALTA0005214-1/2	0	0.00	Pass	0.42	Pass	1.66	Pass	1.22	Pass
MINK1	HsaALTA0005214-2/2	4	100.00	Pass	99.58	Pass	98.34	Pass	98.78	Pass
MINK1	HsaALTA0005215-1/2	0	15.55	Pass	18.95	Pass	13.93	Pass	12.93	Pass
MINK1	HsaALTA0005215-2/2	60	84.45	Pass	81.05	Pass	86.07	Pass	87.07	Pass
MINK1	HsaALTA0005216-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MINK1	HsaALTA0005216-2/2	50	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MINK1	HsaALTA0005217-1/2	0	0.00	Pass	0.45	Pass	0.85	Pass	1.33	Pass
MINK1	HsaALTA0005217-2/2	6	100.00	Pass	99.55	Pass	99.15	Pass	98.67	Pass
MINK1	HsaALTA0005218-1/2	0	1.01	Pass	1.17	Pass	0.00	Pass	0.61	Pass
MINK1	HsaALTA0005218-2/2	20	98.99	Pass	98.83	Pass	100.00	Pass	99.39	Pass
TP53	HsaALTA0008897-1/2	0	1.90	Pass	1.67	Pass	0.00	Fail	0.00	Fail
TP53	HsaALTA0008897-2/2	3	98.10	Pass	98.33	Pass	100.00	Fail	100.00	Fail
TMC6	HsaALTA0008712-1/2	0	18.52	Pass	8.57	Pass	15.22	Pass	5.57	Pass
TMC6	HsaALTA0008712-2/2	126	81.48	Pass	91.43	Pass	84.78	Pass	94.43	Pass
TMC6	HsaALTA0008713-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
TMC6	HsaALTA0008713-2/2	30	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
SLC16A3	HsaALTA0007843-1/2	0	0.00	Pass	0.00	Pass	0.18	Pass	0.11	Pass
SLC16A3	HsaALTA0007843-2/2	5	100.00	Pass	100.00	Pass	99.82	Pass	99.89	Pass
SLC16A3	HsaALTA0007844-1/2	0	0.00	Pass	0.10	Pass	0.17	Pass	0.23	Pass
SLC16A3	HsaALTA0007844-2/2	13	100.00	Pass	99.90	Pass	99.83	Pass	99.77	Pass
EIF4A3	HsaALTA0002839-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF4A3	HsaALTA0002839-2/2	18	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CSNK1D	HsaALTA0002203-1/2	0	96.00	Pass	100.00	Fail	91.84	Pass	93.75	Pass
CSNK1D	HsaALTA0002203-2/2	32	4.00	Pass	0.00	Fail	8.16	Pass	6.25	Pass
CSNK1D	HsaALTA0002204-1/2	0	1.82	Pass	1.52	Pass	1.82	Pass	3.35	Pass
CSNK1D	HsaALTA0002204-2/2	77	98.18	Pass	98.48	Pass	98.18	Pass	96.65	Pass
CSNK1D	HsaALTA0002205-1/2	0	0.07	Pass	0.41	Pass	0.34	Pass	0.00	Pass
CSNK1D	HsaALTA0002205-2/2	53	99.93	Pass	99.59	Pass	99.66	Pass	100.00	Pass
CSNK1D	HsaALTA0002206-1/2	0	100.00	Pass	100.00	Pass	98.45	Pass	100.00	Pass
CSNK1D	HsaALTA0002206-2/2	17	0.00	Pass	0.00	Pass	1.55	Pass	0.00	Pass
ANAPC11	HsaALTA0000417-1/2	0	0.80	Pass	0.74	Pass	0.00	Pass	0.40	Pass
ANAPC11	HsaALTA0000417-2/2	2	99.20	Pass	99.26	Pass	100.00	Pass	99.60	Pass
ANAPC11	HsaALTA0000418-1/2	0	92.31	Pass	84.38	Pass	83.33	Fail	87.50	Fail
ANAPC11	HsaALTA0000418-2/2	25	7.69	Pass	15.62	Pass	16.67	Fail	12.50	Fail
TBCD	HsaALTA0008491-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
TBCD	HsaALTA0008491-2/2	4	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
FOXK2	HsaALTA0003443-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FOXK2	HsaALTA0003443-2/2	1	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AZI1	HsaALTA0000848-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	5.26	Fail
AZI1	HsaALTA0000848-2/2	3	100.00	Fail	100.00	Fail	100.00	Fail	94.74	Fail
AZI1	HsaALTA0000849-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
AZI1	HsaALTA0000849-2/2	10	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail
WDR45L	HsaALTA0009501-1/2	0	0.37	Pass	0.40	Pass	0.13	Pass	0.08	Pass
WDR45L	HsaALTA0009501-2/2	25	99.63	Pass	99.60	Pass	99.87	Pass	99.92	Pass
WDR45L	HsaALTA0009502-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
WDR45L	HsaALTA0009502-2/2	4	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
CBX4	HsaALTA0001519-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CBX4	HsaALTA0001519-2/2	16	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CBX4	HsaALTA0001520-1/2	0	93.91	Pass	95.89	Pass	84.91	Pass	89.06	Pass
CBX4	HsaALTA0001520-2/2	125	6.09	Pass	4.11	Pass	15.09	Pass	10.94	Pass
MBD1	HsaALTA0005036-1/2	0	22.06	Pass	20.24	Pass	7.48	Pass	29.09	Fail
MBD1	HsaALTA0005036-2/2	7	77.94	Pass	79.76	Pass	92.52	Pass	70.91	Fail
SMAD4	HsaALTA0008024-1/2	0	100.00	Fail	75.00	Fail	66.67	Fail	100.00	Fail
SMAD4	HsaALTA0008024-2/2	55	0.00	Fail	25.00	Fail	33.33	Fail	0.00	Fail
LEPREL4	HsaALTA0004732-1/2	0	0.00	Pass	0.17	Pass	0.00	Pass	0.00	Pass
LEPREL4	HsaALTA0004732-2/2	12	100.00	Pass	99.83	Pass	100.00	Pass	100.00	Pass
NT5C3L	HsaALTA0005852-1/2	0	3.70	Pass	12.50	Fail	6.25	Fail	14.29	Pass
NT5C3L	HsaALTA0005852-2/2	40	96.30	Pass	87.50	Fail	93.75	Fail	85.71	Pass
PIP5K2B	HsaALTA0006326-1/3	0	28.57	Fail	NA	Fail	0.00	Fail	NA	Fail
PIP5K2B	HsaALTA0006326-2/3	17	57.14	Fail	NA	Fail	100.00	Fail	NA	Fail
PIP5K2B	HsaALTA0006326-3/3	20	14.29	Fail	NA	Fail	0.00	Fail	NA	Fail
ERBB2	HsaALTA0002969-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.48	Pass
ERBB2	HsaALTA0002969-2/2	42	100.00	Pass	100.00	Pass	100.00	Pass	99.52	Pass
CACNA1A	HsaALTA0001398-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1A	HsaALTA0001398-2/2	1	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1A	HsaALTA0001399-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1A	HsaALTA0001399-2/2	3	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1A	HsaALTA0001400-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1A	HsaALTA0001400-2/2	5	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BRD4	HsaALTA0000982-1/2	0	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
BRD4	HsaALTA0000982-2/2	41	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
PRDM15	HsaALTA0006659-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PRDM15	HsaALTA0006659-2/2	60	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
PFKL	HsaALTA0006204-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PFKL	HsaALTA0006204-2/2	13	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PFKL	HsaALTA0006205-1/2	0	100.00	Pass	99.86	Pass	100.00	Pass	99.86	Pass
PFKL	HsaALTA0006205-2/2	71	0.00	Pass	0.14	Pass	0.00	Pass	0.14	Pass
PFKL	HsaALTA0006206-1/2	0	100.00	Pass	100.00	Pass	99.49	Pass	100.00	Pass
PFKL	HsaALTA0006206-2/2	229	0.00	Pass	0.00	Pass	0.51	Pass	0.00	Pass
DUS3L	HsaALTA0002683-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DUS3L	HsaALTA0002683-2/2	24	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DPP9	HsaALTA0002640-1/2	0	3.70	Pass	0.00	Fail	NA	Fail	0.00	Fail
DPP9	HsaALTA0002640-2/2	3	96.30	Pass	100.00	Fail	NA	Fail	100.00	Fail
DPP9	HsaALTA0002641-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	2.47	Pass
DPP9	HsaALTA0002641-2/2	81	100.00	Pass	100.00	Pass	100.00	Pass	97.53	Pass
DPP9	HsaALTA0002642-1/2	0	0.00	Fail	100.00	Fail	NA	Fail	NA	Fail
DPP9	HsaALTA0002642-2/2	24	100.00	Fail	0.00	Fail	NA	Fail	NA	Fail
TMEM91	HsaALTA0008822-1/4	0	14.29	Pass	14.63	Pass	20.51	Pass	12.82	Pass
TMEM91	HsaALTA0008822-2/4	12	17.86	Pass	4.88	Pass	15.38	Pass	15.38	Pass
TMEM91	HsaALTA0008822-3/4	23	21.43	Pass	51.22	Pass	48.72	Pass	46.15	Pass
TMEM91	HsaALTA0008822-4/4	171	46.43	Pass	29.27	Pass	15.38	Pass	25.64	Pass
ATHL1	HsaALTA0000770-1/3	0	12.02	Pass	6.92	Pass	31.96	Fail	27.19	Fail
ATHL1	HsaALTA0000770-2/3	66	12.22	Pass	21.10	Pass	36.08	Fail	18.42	Fail
ATHL1	HsaALTA0000770-3/3	75	75.76	Pass	71.98	Pass	31.96	Fail	54.39	Fail
ATHL1	HsaALTA0000771-1/2	0	0.93	Pass	3.17	Pass	2.25	Pass	3.49	Pass
ATHL1	HsaALTA0000771-2/2	76	99.07	Pass	96.83	Pass	97.75	Pass	96.51	Pass
ATHL1	HsaALTA0000772-1/4	0	0.00	Pass	0.00	Pass	1.49	Pass	1.25	Pass
ATHL1	HsaALTA0000772-2/4	30	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATHL1	HsaALTA0000772-3/4	58	3.20	Pass	4.76	Pass	5.97	Pass	5.00	Pass
ATHL1	HsaALTA0000772-4/4	112	96.80	Pass	95.24	Pass	92.54	Pass	93.75	Pass
ATHL1	HsaALTA0000773-1/2	0	100.00	Pass	98.46	Pass	89.74	Pass	96.00	Pass
ATHL1	HsaALTA0000773-2/2	95	0.00	Pass	1.54	Pass	10.26	Pass	4.00	Pass
ATHL1	HsaALTA0000774-1/2	0	0.00	Pass	1.82	Pass	0.00	Pass	0.00	Pass
ATHL1	HsaALTA0000774-2/2	103	100.00	Pass	98.18	Pass	100.00	Pass	100.00	Pass
COL6A1	HsaALTA0002044-1/3	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
COL6A1	HsaALTA0002044-2/3	3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
COL6A1	HsaALTA0002044-3/3	9	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
COL6A1	HsaALTA0002045-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
COL6A1	HsaALTA0002045-2/2	37	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
COL6A1	HsaALTA0002046-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass
COL6A1	HsaALTA0002046-2/2	3	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass
COL6A2	HsaALTA0002047-1/2	0	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
COL6A2	HsaALTA0002047-2/2	28	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
COL6A2	HsaALTA0002048-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
COL6A2	HsaALTA0002048-2/2	48	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
COL6A2	HsaALTA0002049-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
COL6A2	HsaALTA0002049-2/2	293	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
DNMT3L	HsaALTA0002580-1/2	0	NA	Fail	NA	Fail	80.00	Fail	84.62	Fail
DNMT3L	HsaALTA0002580-2/2	3	NA	Fail	NA	Fail	20.00	Fail	15.38	Fail
TRPM2	HsaALTA0009037-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRPM2	HsaALTA0009037-2/2	40	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SCYL1	HsaALTA0007533-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SCYL1	HsaALTA0007533-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SCYL1	HsaALTA0007534-1/2	0	0.46	Pass	0.47	Pass	0.80	Pass	0.42	Pass
SCYL1	HsaALTA0007534-2/2	5	99.54	Pass	99.53	Pass	99.20	Pass	99.58	Pass
SCYL1	HsaALTA0007535-1/2	0	26.04	Pass	18.29	Pass	40.07	Pass	43.86	Pass
SCYL1	HsaALTA0007535-2/2	51	73.96	Pass	81.71	Pass	59.93	Pass	56.14	Pass
SCYL1	HsaALTA0007536-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SCYL1	HsaALTA0007536-2/3	28	0.00	Pass	1.63	Pass	1.41	Pass	0.84	Pass
SCYL1	HsaALTA0007536-3/3	32	100.00	Pass	98.37	Pass	98.59	Pass	99.16	Pass
APP	HsaALTA0000571-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
APP	HsaALTA0000571-2/2	81	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
APP	HsaALTA0000572-1/2	0	0.11	Pass	0.00	Pass	0.00	Pass	0.00	Pass
APP	HsaALTA0000572-2/2	2	99.89	Pass	100.00	Pass	100.00	Pass	100.00	Pass
APP	HsaALTA0000573-1/2	0	0.00	Pass	0.06	Pass	0.00	Pass	0.21	Pass
APP	HsaALTA0000573-2/2	9	100.00	Pass	99.94	Pass	100.00	Pass	99.79	Pass
URB1	HsaALTA0009316-1/2	0	0.00	Pass	1.57	Pass	0.00	Fail	0.00	Pass
URB1	HsaALTA0009316-2/2	53	100.00	Pass	98.43	Pass	100.00	Fail	100.00	Pass
AKT1	HsaALTA0000335-1/2	0	0.37	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AKT1	HsaALTA0000335-2/2	99	99.63	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AKT1	HsaALTA0000336-1/4	0	0.38	Pass	0.11	Pass	0.14	Pass	0.11	Pass
AKT1	HsaALTA0000336-2/4	6	0.28	Pass	0.00	Pass	0.55	Pass	0.00	Pass
AKT1	HsaALTA0000336-3/4	19	0.09	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AKT1	HsaALTA0000336-4/4	24	99.25	Pass	99.89	Pass	99.32	Pass	99.89	Pass
EMP3	HsaALTA0002899-1/2	0	0.13	Pass	0.21	Pass	0.00	Pass	0.00	Pass
EMP3	HsaALTA0002899-2/2	80	99.87	Pass	99.79	Pass	100.00	Pass	100.00	Pass
SAE1	HsaALTA0007469-1/3	0	99.55	Pass	96.62	Pass	91.95	Pass	95.08	Fail
SAE1	HsaALTA0007469-2/3	22	0.45	Pass	0.00	Pass	6.44	Pass	0.00	Fail
SAE1	HsaALTA0007469-3/3	42	0.00	Pass	3.38	Pass	1.61	Pass	4.92	Fail
LMTK3	HsaALTA0004796-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LMTK3	HsaALTA0004796-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CBLC	HsaALTA0001509-1/2	0	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
