GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
CSDE1	HsaALTD0001693-2/2	7	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
UBE3C	HsaALTD0006991-1/2	0	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
UBE3C	HsaALTD0006991-2/2	19	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
REV3L	HsaALTD0005363-1/3	0	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
REV3L	HsaALTD0005363-2/3	23	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
REV3L	HsaALTD0005363-3/3	43	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
IYD	HsaALTD0003364-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IYD	HsaALTD0003364-2/2	68	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF3IP3	HsaALTD0006747-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAF3IP3	HsaALTD0006747-2/2	60	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POMT2	HsaALTD0004953-1/2	0	100.00	Pass	92.23	Pass	95.65	Fail	95.83	Fail
POMT2	HsaALTD0004953-2/2	139	0.00	Pass	7.77	Pass	4.35	Fail	4.17	Fail
MLXIPL	HsaALTD0003955-1/2	0	NA	Fail	NA	Fail	49.17	Pass	40.00	Pass
MLXIPL	HsaALTD0003955-2/2	195	NA	Fail	NA	Fail	50.83	Pass	60.00	Pass
METTL13	HsaALTD0003884-1/2	0	0.53	Pass	0.59	Pass	4.60	Pass	0.00	Pass
METTL13	HsaALTD0003884-2/2	460	99.47	Pass	99.41	Pass	95.40	Pass	100.00	Pass
DYRK4	HsaALTD0002082-1/3	0	5.68	Pass	6.98	Pass	5.87	Pass	16.30	Pass
DYRK4	HsaALTD0002082-2/3	7	2.14	Pass	1.88	Pass	1.11	Pass	0.00	Pass
DYRK4	HsaALTD0002082-3/3	9	92.17	Pass	91.14	Pass	93.02	Pass	83.70	Pass
ZNF207	HsaALTD0007385-1/2	0	0.08	Pass	0.20	Pass	0.00	Pass	0.81	Pass
ZNF207	HsaALTD0007385-2/2	66	99.92	Pass	99.80	Pass	100.00	Pass	99.19	Pass
UQCRC1	HsaALTD0007058-1/3	0	99.78	Pass	100.00	Pass	99.26	Pass	99.15	Pass
UQCRC1	HsaALTD0007058-2/3	5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
UQCRC1	HsaALTD0007058-3/3	55	0.22	Pass	0.00	Pass	0.74	Pass	0.85	Pass
HHATL	HsaALTD0003028-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HHATL	HsaALTD0003028-2/2	38	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HHATL	HsaALTD0003029-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HHATL	HsaALTD0003029-2/2	20	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NCAPD2	HsaALTD0004189-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NCAPD2	HsaALTD0004189-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPD2	HsaALTD0004190-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPD2	HsaALTD0004190-2/3	51	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPD2	HsaALTD0004190-3/3	56	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GIPR	HsaALTD0002774-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
GIPR	HsaALTD0002774-2/2	52	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
PHF7	HsaALTD0004726-1/3	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
PHF7	HsaALTD0004726-2/3	41	39.85	Fail	42.86	Fail	34.92	Pass	7.69	Fail
PHF7	HsaALTD0004726-3/3	133	60.15	Fail	57.14	Fail	65.08	Pass	92.31	Fail
PHF7	HsaALTD0004727-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PHF7	HsaALTD0004727-2/2	45	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
FUZ	HsaALTD0002671-1/3	0	0.00	Pass	0.00	Fail	NA	Fail	NA	Fail
FUZ	HsaALTD0002671-2/3	3	30.00	Pass	3.85	Fail	NA	Fail	NA	Fail
FUZ	HsaALTD0002671-3/3	26	70.00	Pass	96.15	Fail	NA	Fail	NA	Fail
ZNF200	HsaALTD0007384-1/3	0	27.50	Pass	33.33	Fail	14.81	Pass	9.09	Fail
ZNF200	HsaALTD0007384-2/3	125	40.00	Pass	16.67	Fail	51.85	Pass	40.91	Fail
ZNF200	HsaALTD0007384-3/3	476	32.50	Pass	50.00	Fail	33.33	Pass	50.00	Fail
LRRC23	HsaALTD0003657-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
LRRC23	HsaALTD0003657-2/2	175	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
HFE	HsaALTD0003022-1/2	0	97.61	Fail	100.00	Fail	94.59	Fail	100.00	Fail
HFE	HsaALTD0003022-2/2	66	2.39	Fail	0.00	Fail	5.41	Fail	0.00	Fail
SCMH1	HsaALTD0005695-1/2	0	4.49	Pass	6.56	Pass	6.64	Pass	9.28	Pass
SCMH1	HsaALTD0005695-2/2	11	95.51	Pass	93.44	Pass	93.36	Pass	90.72	Pass
FYN	HsaALTD0002673-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FYN	HsaALTD0002673-2/2	206	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FYN	HsaALTD0002674-1/2	0	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
FYN	HsaALTD0002674-2/2	58	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
FYN	HsaALTD0002675-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FYN	HsaALTD0002675-2/2	31	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FMO1	HsaALTD0002614-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FMO1	HsaALTD0002614-2/2	9	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CLCN6	HsaALTD0001459-1/2	0	97.36	Pass	76.75	Fail	94.95	Fail	100.00	Fail
CLCN6	HsaALTD0001459-2/2	10	2.64	Pass	23.25	Fail	5.05	Fail	0.00	Fail
CLCN6	HsaALTD0001460-1/2	0	0.00	Fail	4.63	Fail	2.21	Pass	13.93	Pass
CLCN6	HsaALTD0001460-2/2	23	100.00	Fail	95.37	Fail	97.79	Pass	86.07	Pass
MRC2	HsaALTD0003997-1/2	0	0.00	Pass	0.00	Pass	NA	Fail	NA	Fail
MRC2	HsaALTD0003997-2/2	13	100.00	Pass	100.00	Pass	NA	Fail	NA	Fail
MRC2	HsaALTD0003998-1/2	0	0.64	Pass	1.89	Pass	NA	Fail	NA	Fail
MRC2	HsaALTD0003998-2/2	32	99.36	Pass	98.11	Pass	NA	Fail	NA	Fail
MRC2	HsaALTD0003999-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	NA	Fail
MRC2	HsaALTD0003999-2/2	10	100.00	Pass	100.00	Pass	100.00	Fail	NA	Fail
MRC2	HsaALTD0004000-1/2	0	0.00	Pass	1.30	Pass	NA	Fail	NA	Fail
MRC2	HsaALTD0004000-2/2	3	100.00	Pass	98.70	Pass	NA	Fail	NA	Fail
NME2	HsaALTD0004328-1/2	0	96.59	Pass	96.94	Pass	95.23	Pass	95.66	Pass
NME2	HsaALTD0004328-2/2	66	3.41	Pass	3.06	Pass	4.77	Pass	4.34	Pass
AKAP8L	HsaALTD0000230-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
AKAP8L	HsaALTD0000230-2/2	18	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
MBTD1	HsaALTD0003808-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
MBTD1	HsaALTD0003808-2/2	124	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
TTC19	HsaALTD0006871-1/2	0	97.50	Pass	95.65	Fail	88.00	Pass	66.67	Pass
TTC19	HsaALTD0006871-2/2	137	2.50	Pass	4.35	Fail	12.00	Pass	33.33	Pass
PIK3C2A	HsaALTD0004765-1/3	0	1.72	Pass	0.42	Pass	6.29	Pass	7.72	Pass
PIK3C2A	HsaALTD0004765-2/3	17	0.29	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PIK3C2A	HsaALTD0004765-3/3	38	97.99	Pass	99.58	Pass	93.71	Pass	92.28	Pass
ANLN	HsaALTD0000342-1/2	0	3.12	Pass	5.26	Fail	12.00	Pass	6.45	Pass
ANLN	HsaALTD0000342-2/2	12	96.88	Pass	94.74	Fail	88.00	Pass	93.55	Pass
ANLN	HsaALTD0000343-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ANLN	HsaALTD0000343-2/2	4	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RABGAP1	HsaALTD0005246-1/2	0	29.41	Fail	33.33	Fail	13.33	Fail	50.00	Fail
RABGAP1	HsaALTD0005246-2/2	5	70.59	Fail	66.67	Fail	86.67	Fail	50.00	Fail
RABGAP1	HsaALTD0005247-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RABGAP1	HsaALTD0005247-2/2	140	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RABGAP1	HsaALTD0005248-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RABGAP1	HsaALTD0005248-2/2	11	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DCN	HsaALTD0001818-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DCN	HsaALTD0001818-2/2	120	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEP68	HsaALTD0001386-1/2	0	69.81	Pass	68.12	Pass	65.71	Fail	42.11	Pass
CEP68	HsaALTD0001386-2/2	4	30.19	Pass	31.88	Pass	34.29	Fail	57.89	Pass
BRCA1	HsaALTD0000735-1/2	0	11.11	Fail	NA	Fail	0.00	Fail	0.00	Fail
BRCA1	HsaALTD0000735-2/2	22	88.89	Fail	NA	Fail	100.00	Fail	100.00	Fail
BRCA1	HsaALTD0000736-1/3	0	61.54	Fail	44.44	Fail	58.33	Fail	25.00	Fail
BRCA1	HsaALTD0000736-2/3	6	38.46	Fail	55.56	Fail	41.67	Fail	62.50	Fail
BRCA1	HsaALTD0000736-3/3	95	0.00	Fail	0.00	Fail	0.00	Fail	12.50	Fail
ERCC1	HsaALTD0002281-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ERCC1	HsaALTD0002281-2/2	15	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LTF	HsaALTD0003689-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
LTF	HsaALTD0003689-2/2	6	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
NR1H4	HsaALTD0004380-1/2	0	NA	Fail	NA	Fail	30.68	Pass	32.29	Pass
NR1H4	HsaALTD0004380-2/2	12	NA	Fail	NA	Fail	69.32	Pass	67.71	Pass
KDM5D	HsaALTD0003417-1/2	0	2.86	Pass	1.43	Pass	1.69	Pass	1.67	Pass
KDM5D	HsaALTD0003417-2/2	78	97.14	Pass	98.57	Pass	98.31	Pass	98.33	Pass
CALCOCO1	HsaALTD0001120-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
CALCOCO1	HsaALTD0001120-2/2	90	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MAP4K5	HsaALTD0003752-1/2	0	70.00	Pass	78.38	Pass	41.18	Fail	71.43	Fail
MAP4K5	HsaALTD0003752-2/2	48	30.00	Pass	21.62	Pass	58.82	Fail	28.57	Fail
PSMC4	HsaALTD0005115-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PSMC4	HsaALTD0005115-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MAN2B2	HsaALTD0003731-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
MAN2B2	HsaALTD0003731-2/2	14	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
CLDN11	HsaALTD0001463-1/2	0	0.00	Fail	42.86	Fail	0.00	Fail	NA	Fail
CLDN11	HsaALTD0001463-2/2	93	100.00	Fail	57.14	Fail	100.00	Fail	NA	Fail
MVP	HsaALTD0004096-1/2	0	0.38	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MVP	HsaALTD0004096-2/2	114	99.62	Pass	100.00	Pass	100.00	Pass	100.00	Pass
MVP	HsaALTD0004097-1/2	0	2.76	Pass	8.14	Pass	0.00	Pass	0.00	Pass
MVP	HsaALTD0004097-2/2	40	97.24	Pass	91.86	Pass	100.00	Pass	100.00	Pass
NUB1	HsaALTD0004424-1/2	0	96.88	Pass	100.00	Fail	63.16	Fail	83.33	Fail
NUB1	HsaALTD0004424-2/2	119	3.12	Pass	0.00	Fail	36.84	Fail	16.67	Fail
NUB1	HsaALTD0004425-1/2	0	90.48	Pass	90.24	Pass	85.13	Pass	82.49	Pass
NUB1	HsaALTD0004425-2/2	42	9.52	Pass	9.76	Pass	14.87	Pass	17.51	Pass
PGM3	HsaALTD0004699-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PGM3	HsaALTD0004699-2/2	74	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PGM3	HsaALTD0004700-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	99.75	Pass
PGM3	HsaALTD0004700-2/2	17	0.00	Pass	0.00	Pass	0.00	Pass	0.25	Pass
PGM3	HsaALTD0004701-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
PGM3	HsaALTD0004701-2/2	179	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PGM3	HsaALTD0004702-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PGM3	HsaALTD0004702-2/2	24	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RWDD2A	HsaALTD0005638-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
RWDD2A	HsaALTD0005638-2/2	76	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
MTMR11	HsaALTD0004078-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
MTMR11	HsaALTD0004078-2/2	129	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
YAF2	HsaALTD0007265-1/2	0	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail
YAF2	HsaALTD0007265-2/2	22	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail
ZMYND11	HsaALTD0007367-1/2	0	NA	Fail	NA	Fail	40.46	Fail	50.00	Fail
ZMYND11	HsaALTD0007367-2/2	106	NA	Fail	NA	Fail	59.54	Fail	50.00	Fail
MATR3	HsaALTD0003791-1/2	0	96.23	Pass	96.11	Pass	95.20	Pass	96.69	Pass
MATR3	HsaALTD0003791-2/2	4	3.77	Pass	3.89	Pass	4.80	Pass	3.31	Pass
MATR3	HsaALTD0003792-1/2	0	94.89	Pass	100.00	Fail	97.30	Pass	100.00	Fail
MATR3	HsaALTD0003792-2/2	72	5.11	Pass	0.00	Fail	2.70	Pass	0.00	Fail
MATR3	HsaALTD0003793-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MATR3	HsaALTD0003793-2/2	155	NA	Fail	NA	Fail	NA	Fail	NA	Fail
XYLT2	HsaALTD0007264-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
XYLT2	HsaALTD0007264-2/2	45	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
STMN4	HsaALTD0006278-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
STMN4	HsaALTD0006278-2/2	287	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GLT8D1	HsaALTD0002784-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GLT8D1	HsaALTD0002784-2/2	1	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATP2C1	HsaALTD0000581-1/2	0	28.81	Pass	18.51	Pass	72.30	Pass	67.11	Pass
ATP2C1	HsaALTD0000581-2/2	30	71.19	Pass	81.49	Pass	27.70	Pass	32.89	Pass
RALBP1	HsaALTD0005276-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
RALBP1	HsaALTD0005276-2/2	150	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
RUFY3	HsaALTD0005633-1/2	0	100.00	Fail	100.00	Fail	80.00	Fail	9.09	Fail
RUFY3	HsaALTD0005633-2/2	117	0.00	Fail	0.00	Fail	20.00	Fail	90.91	Fail
SLC11A1	HsaALTD0005940-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SLC11A1	HsaALTD0005940-2/2	32	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
WWTR1	HsaALTD0007240-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WWTR1	HsaALTD0007240-2/2	180	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CXorf56	HsaALTD0001758-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	93.33	Fail
CXorf56	HsaALTD0001758-2/2	107	0.00	Fail	0.00	Fail	0.00	Fail	6.67	Fail
ATP1A2	HsaALTD0000568-1/2	0	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
ATP1A2	HsaALTD0000568-2/2	9	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
NCDN	HsaALTD0004199-1/2	0	100.00	Pass	100.00	Pass	92.86	Fail	66.67	Fail
NCDN	HsaALTD0004199-2/2	261	0.00	Pass	0.00	Pass	7.14	Fail	33.33	Fail
MNAT1	HsaALTD0003969-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
MNAT1	HsaALTD0003969-2/2	100	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
MRE11A	HsaALTD0004001-1/2	0	86.48	Pass	92.98	Fail	61.74	Fail	51.43	Fail
MRE11A	HsaALTD0004001-2/2	107	13.52	Pass	7.02	Fail	38.26	Fail	48.57	Fail
MRE11A	HsaALTD0004002-1/2	0	100.00	Fail	100.00	Fail	83.33	Fail	100.00	Fail
MRE11A	HsaALTD0004002-2/2	4	0.00	Fail	0.00	Fail	16.67	Fail	0.00	Fail
SERPINB1	HsaALTD0005800-1/2	0	100.00	Pass	100.00	Pass	99.64	Pass	98.78	Pass
SERPINB1	HsaALTD0005800-2/2	215	0.00	Pass	0.00	Pass	0.36	Pass	1.22	Pass
NRXN3	HsaALTD0004399-1/2	0	100.00	Fail	47.76	Fail	100.00	Fail	NA	Fail
NRXN3	HsaALTD0004399-2/2	9	0.00	Fail	52.24	Fail	0.00	Fail	NA	Fail
OSBPL5	HsaALTD0004507-1/2	0	0.00	Pass	2.17	Pass	NA	Fail	NA	Fail
OSBPL5	HsaALTD0004507-2/2	7	100.00	Pass	97.83	Pass	NA	Fail	NA	Fail
CPS1	HsaALTD0001641-1/2	0	NA	Fail	NA	Fail	90.00	Fail	77.78	Fail
CPS1	HsaALTD0001641-2/2	114	NA	Fail	NA	Fail	10.00	Fail	22.22	Fail
C20orf43	HsaALTD0000937-1/2	0	100.00	Fail	NA	Fail	NA	Fail	0.00	Fail
C20orf43	HsaALTD0000937-2/2	190	0.00	Fail	NA	Fail	NA	Fail	100.00	Fail
SLC45A4	HsaALTD0006026-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC45A4	HsaALTD0006026-2/2	7	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF839	HsaALTD0007525-1/2	0	92.46	Pass	100.00	Fail	100.00	Pass	100.00	Pass
ZNF839	HsaALTD0007525-2/2	6	7.54	Pass	0.00	Fail	0.00	Pass	0.00	Pass
GRAMD1B	HsaALTD0002878-1/2	0	100.00	Pass	100.00	Pass	NA	Fail	NA	Fail
GRAMD1B	HsaALTD0002878-2/2	1	0.00	Pass	0.00	Pass	NA	Fail	NA	Fail
NDUFS1	HsaALTD0004251-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NDUFS1	HsaALTD0004251-2/2	12	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NDUFS1	HsaALTD0004252-1/2	0	99.23	Pass	100.00	Pass	100.00	Pass	98.14	Pass
NDUFS1	HsaALTD0004252-2/2	38	0.77	Pass	0.00	Pass	0.00	Pass	1.86	Pass
RB1CC1	HsaALTD0005314-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
RB1CC1	HsaALTD0005314-2/2	55	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
RB1CC1	HsaALTD0005315-1/2	0	50.00	Fail	33.33	Fail	46.67	Pass	44.83	Pass
RB1CC1	HsaALTD0005315-2/2	9	50.00	Fail	66.67	Fail	53.33	Pass	55.17	Pass
GLRX2	HsaALTD0002779-1/2	0	0.00	Fail	NA	Fail	100.00	Fail	0.00	Fail
GLRX2	HsaALTD0002779-2/2	101	100.00	Fail	NA	Fail	0.00	Fail	100.00	Fail
ABCC2	HsaALTD0000027-1/2	0	NA	Fail	NA	Fail	0.99	Pass	0.61	Pass
ABCC2	HsaALTD0000027-2/2	20	NA	Fail	NA	Fail	99.01	Pass	99.39	Pass
ABCC2	HsaALTD0000028-1/3	0	0.00	Fail	0.00	Fail	0.00	Pass	0.07	Pass
ABCC2	HsaALTD0000028-2/3	56	0.00	Fail	0.00	Fail	0.06	Pass	0.03	Pass
ABCC2	HsaALTD0000028-3/3	109	100.00	Fail	100.00	Fail	99.94	Pass	99.90	Pass
UBR2	HsaALTD0007000-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UBR2	HsaALTD0007000-2/2	33	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EHD2	HsaALTD0002145-1/2	0	0.51	Pass	0.00	Pass	0.00	Fail	NA	Fail
EHD2	HsaALTD0002145-2/2	4	99.49	Pass	100.00	Pass	100.00	Fail	NA	Fail
HSF2	HsaALTD0003126-1/2	0	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
HSF2	HsaALTD0003126-2/2	4	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
NR1H3	HsaALTD0004379-1/2	0	100.00	Fail	100.00	Fail	96.00	Pass	85.19	Pass
NR1H3	HsaALTD0004379-2/2	36	0.00	Fail	0.00	Fail	4.00	Pass	14.81	Pass
TYMP	HsaALTD0006948-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
TYMP	HsaALTD0006948-2/2	31	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
NCAPH2	HsaALTD0004193-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPH2	HsaALTD0004193-2/2	17	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NCAPH2	HsaALTD0004194-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPH2	HsaALTD0004194-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NCAPH2	HsaALTD0004195-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NCAPH2	HsaALTD0004195-2/2	119	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPH2	HsaALTD0004196-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NCAPH2	HsaALTD0004196-2/2	2	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
KPNA6	HsaALTD0003515-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
KPNA6	HsaALTD0003515-2/2	18	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
VIM	HsaALTD0007129-1/2	0	20.51	Pass	13.89	Pass	NA	Fail	NA	Fail
VIM	HsaALTD0007129-2/2	152	79.49	Pass	86.11	Pass	NA	Fail	NA	Fail
VIM	HsaALTD0007130-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
VIM	HsaALTD0007130-2/2	251	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
RTEL1	HsaALTD0005630-1/2	0	11.43	Pass	7.69	Pass	24.74	Pass	23.44	Pass
RTEL1	HsaALTD0005630-2/2	7	88.57	Pass	92.31	Pass	75.26	Pass	76.56	Pass
RNASET2	HsaALTD0005430-1/2	0	NA	Fail	NA	Fail	87.43	Pass	86.36	Pass
RNASET2	HsaALTD0005430-2/2	177	NA	Fail	NA	Fail	12.57	Pass	13.64	Pass
CD44	HsaALTD0001273-1/2	0	0.00	Pass	4.00	Pass	NA	Fail	NA	Fail
CD44	HsaALTD0001273-2/2	93	100.00	Pass	96.00	Pass	NA	Fail	NA	Fail
KCNG1	HsaALTD0003390-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KCNG1	HsaALTD0003390-2/2	216	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLAMF7	HsaALTD0005936-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLAMF7	HsaALTD0005936-2/2	39	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MIPEP	HsaALTD0003924-1/2	0	100.00	Pass	96.15	Pass	100.00	Fail	100.00	Fail
MIPEP	HsaALTD0003924-2/2	454	0.00	Pass	3.85	Pass	0.00	Fail	0.00	Fail
VRK2	HsaALTD0007154-1/3	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
VRK2	HsaALTD0007154-2/3	88	7.49	Fail	36.82	Fail	3.97	Pass	0.00	Fail
VRK2	HsaALTD0007154-3/3	135	92.51	Fail	63.18	Fail	96.03	Pass	100.00	Fail
VEZT	HsaALTD0007124-1/2	0	21.52	Fail	45.13	Fail	NA	Fail	0.00	Fail
VEZT	HsaALTD0007124-2/2	5	78.48	Fail	54.87	Fail	NA	Fail	100.00	Fail
POU2F2	HsaALTD0004962-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POU2F2	HsaALTD0004962-2/2	10	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BRD9	HsaALTD0000745-1/3	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
BRD9	HsaALTD0000745-2/3	88	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
BRD9	HsaALTD0000745-3/3	422	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
BRD9	HsaALTD0000746-1/2	0	32.04	Fail	100.00	Fail	NA	Fail	NA	Fail
BRD9	HsaALTD0000746-2/2	4	67.96	Fail	0.00	Fail	NA	Fail	NA	Fail
SNX1	HsaALTD0006117-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SNX1	HsaALTD0006117-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ARNTL2	HsaALTD0000476-1/2	0	84.09	Pass	70.37	Pass	95.45	Fail	85.71	Fail
ARNTL2	HsaALTD0000476-2/2	33	15.91	Pass	29.63	Pass	4.55	Fail	14.29	Fail
BCLAF1	HsaALTD0000685-1/3	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
BCLAF1	HsaALTD0000685-2/3	39	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
BCLAF1	HsaALTD0000685-3/3	51	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
