GENE	EVENT	LENGTH	SF3B1_mutated_sample_1_1	SF3B1_mutated_sample_1_1-Q	SF3B1_mutated_sample_2_1	SF3B1_mutated_sample_2_1-Q	SF3B1_mutated_sample_3_1	SF3B1_mutated_sample_3_1-Q	SF3B1_mutated_sample_4_1	SF3B1_mutated_sample_4_1-Q	SF3B1_mutated_sample_5_1	SF3B1_mutated_sample_5_1-Q	SF3B1_mutated_sample_6_1	SF3B1_mutated_sample_6_1-Q	SF3B1_mutated_sample_7_1	SF3B1_mutated_sample_7_1-Q	SF3B1_mutated_sample_8_1	SF3B1_mutated_sample_8_1-Q	SF3B1_wildtype_sample_1_1	SF3B1_wildtype_sample_1_1-Q	SF3B1_wildtype_sample_2_1	SF3B1_wildtype_sample_2_1-Q	SF3B1_wildtype_sample_3_1	SF3B1_wildtype_sample_3_1-Q	SF3B1_wildtype_sample_4_1	SF3B1_wildtype_sample_4_1-Q
GLYCTK	HsaALTD0002789-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	25.00	Fail	0.00	Fail	62.50	Fail	0.00	Fail	5.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
GLYCTK	HsaALTD0002789-2/2	18	100.00	Fail	NA	Fail	100.00	Fail	75.00	Fail	100.00	Fail	37.50	Fail	100.00	Fail	95.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
NKIRAS2	HsaALTD0004319-1/2	0	92.50	Pass	91.33	Pass	84.31	Pass	94.51	Pass	89.63	Pass	93.03	Pass	97.50	Pass	94.94	Pass	100.00	Pass	93.65	Pass	92.79	Pass	88.52	Pass
NKIRAS2	HsaALTD0004319-2/2	65	7.50	Pass	8.67	Pass	15.69	Pass	5.49	Pass	10.37	Pass	6.97	Pass	2.50	Pass	5.06	Pass	0.00	Pass	6.35	Pass	7.21	Pass	11.48	Pass
DNAJC7	HsaALTD0001981-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DNAJC7	HsaALTD0001981-2/2	4	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DNAJC7	HsaALTD0001982-1/2	0	3.61	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DNAJC7	HsaALTD0001982-2/2	22	96.39	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
IRF2BP2	HsaALTD0003311-1/2	0	64.58	Pass	67.35	Pass	66.07	Pass	42.43	Pass	68.42	Pass	54.55	Pass	49.80	Pass	53.59	Pass	75.23	Pass	62.40	Pass	58.57	Pass	64.36	Pass
IRF2BP2	HsaALTD0003311-2/2	48	35.42	Pass	32.65	Pass	33.93	Pass	57.57	Pass	31.58	Pass	45.45	Pass	50.20	Pass	46.41	Pass	24.77	Pass	37.60	Pass	41.43	Pass	35.64	Pass
NT5DC2	HsaALTD0004411-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NT5DC2	HsaALTD0004411-2/2	182	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NT5DC2	HsaALTD0004412-1/2	0	0.00	Pass	0.00	Pass	1.26	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.09	Pass	0.00	Pass	0.00	Pass	1.35	Pass	0.00	Pass	0.00	Pass
NT5DC2	HsaALTD0004412-2/2	66	100.00	Pass	100.00	Pass	98.74	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.91	Pass	100.00	Pass	100.00	Pass	98.65	Pass	100.00	Pass	100.00	Pass
NT5DC2	HsaALTD0004413-1/2	0	0.00	Pass	0.00	Pass	4.23	Pass	0.00	Pass	0.00	Pass	1.22	Pass	0.00	Pass	1.33	Pass	0.00	Pass	0.00	Pass	5.03	Pass	0.00	Pass
NT5DC2	HsaALTD0004413-2/2	2	100.00	Pass	100.00	Pass	95.77	Pass	100.00	Pass	100.00	Pass	98.78	Pass	100.00	Pass	98.67	Pass	100.00	Pass	100.00	Pass	94.97	Pass	100.00	Pass
NT5DC2	HsaALTD0004414-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.76	Fail	0.00	Fail	0.00	Fail	0.00	Fail
NT5DC2	HsaALTD0004414-2/2	42	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	99.24	Fail	100.00	Fail	100.00	Fail	100.00	Fail
C3orf78	HsaALTD0001006-1/2	0	27.86	Pass	29.03	Pass	23.85	Pass	17.05	Pass	36.82	Pass	23.53	Pass	41.56	Pass	19.48	Pass	22.37	Pass	21.69	Pass	29.13	Pass	16.49	Pass
C3orf78	HsaALTD0001006-2/2	133	72.14	Pass	70.97	Pass	76.15	Pass	82.95	Pass	63.18	Pass	76.47	Pass	58.44	Pass	80.52	Pass	77.63	Pass	78.31	Pass	70.87	Pass	83.51	Pass
BMI1	HsaALTD0000716-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	23.08	Fail	0.00	Fail	NA	Fail
BMI1	HsaALTD0000716-2/2	4	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	76.92	Fail	100.00	Fail	NA	Fail
PDHB	HsaALTD0004644-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	99.66	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PDHB	HsaALTD0004644-2/2	121	0.00	Pass	0.00	Pass	0.00	Pass	0.34	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PXK	HsaALTD0005195-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
PXK	HsaALTD0005195-2/2	23	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
PCMTD1	HsaALTD0004613-1/2	0	11.47	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.46	Pass	3.04	Pass	1.59	Pass	NA	Fail	4.63	Pass	0.00	Pass	4.69	Pass
PCMTD1	HsaALTD0004613-2/2	16	88.53	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.54	Pass	96.96	Pass	98.41	Pass	NA	Fail	95.37	Pass	100.00	Pass	95.31	Pass
ACOX2	HsaALTD0000115-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass	0.00	Fail
ACOX2	HsaALTD0000115-2/2	42	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ACOX2	HsaALTD0000116-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ACOX2	HsaALTD0000116-2/2	130	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
IRF2	HsaALTD0003309-1/2	0	100.00	Pass	81.63	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.73	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
IRF2	HsaALTD0003309-2/2	27	0.00	Pass	18.37	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.27	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
IRF2	HsaALTD0003310-1/2	0	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail
IRF2	HsaALTD0003310-2/2	21	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail
MOBP	HsaALTD0003972-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MOBP	HsaALTD0003972-2/2	38	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEPT2	HsaALTD0005781-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.25	Pass	0.00	Pass	0.00	Pass
SEPT2	HsaALTD0005781-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.75	Pass	100.00	Pass	100.00	Pass
SEPT2	HsaALTD0005782-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEPT2	HsaALTD0005782-2/2	29	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SEPT2	HsaALTD0005783-1/3	0	88.24	Fail	58.82	Fail	83.11	Fail	100.00	Fail	87.50	Fail	0.00	Fail	80.00	Fail	64.29	Pass	100.00	Fail	79.20	Pass	100.00	Fail	100.00	Fail
SEPT2	HsaALTD0005783-2/3	15	5.88	Fail	41.18	Fail	16.89	Fail	0.00	Fail	12.50	Fail	100.00	Fail	20.00	Fail	35.71	Pass	0.00	Fail	20.80	Pass	0.00	Fail	0.00	Fail
SEPT2	HsaALTD0005783-3/3	35	5.88	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
MFSD2A	HsaALTD0003898-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail	12.82	Fail	100.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
MFSD2A	HsaALTD0003898-2/2	6	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail	87.18	Fail	0.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DTYMK	HsaALTD0002054-1/2	0	3.49	Pass	6.93	Pass	7.09	Pass	0.00	Pass	5.88	Pass	2.10	Pass	5.08	Pass	4.35	Pass	19.35	Pass	5.26	Pass	0.62	Pass	4.23	Pass
DTYMK	HsaALTD0002054-2/2	38	96.51	Pass	93.07	Pass	92.91	Pass	100.00	Pass	94.12	Pass	97.90	Pass	94.92	Pass	95.65	Pass	80.65	Pass	94.74	Pass	99.38	Pass	95.77	Pass
DTYMK	HsaALTD0002055-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	0.00	Fail	28.46	Fail	NA	Fail	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail
DTYMK	HsaALTD0002055-2/2	133	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	100.00	Fail	71.54	Fail	NA	Fail	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail
ING5	HsaALTD0003262-1/2	0	100.00	Pass	98.01	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.06	Pass	100.00	Pass	100.00	Pass	97.92	Pass	100.00	Pass	100.00	Pass
ING5	HsaALTD0003262-2/2	96	0.00	Pass	1.99	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.94	Pass	0.00	Pass	0.00	Pass	2.08	Pass	0.00	Pass	0.00	Pass
ATG4B	HsaALTD0000547-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
ATG4B	HsaALTD0000547-2/2	38	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
ATG4B	HsaALTD0000548-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.30	Pass	0.00	Pass	0.00	Pass	0.00	Pass	1.26	Pass	0.00	Pass	0.00	Pass
ATG4B	HsaALTD0000548-2/2	8	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.70	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.74	Pass	100.00	Pass	100.00	Pass
ATG4B	HsaALTD0000549-1/2	0	60.53	Fail	56.36	Fail	42.42	Fail	25.93	Fail	43.75	Fail	44.90	Fail	61.29	Fail	42.13	Pass	63.16	Fail	46.78	Pass	15.10	Pass	50.00	Fail
ATG4B	HsaALTD0000549-2/2	4	39.47	Fail	43.64	Fail	57.58	Fail	74.07	Fail	56.25	Fail	55.10	Fail	38.71	Fail	57.87	Pass	36.84	Fail	53.22	Pass	84.90	Pass	50.00	Fail
ATG4B	HsaALTD0000550-1/4	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATG4B	HsaALTD0000550-2/4	8	100.00	Pass	98.96	Pass	94.48	Pass	98.31	Pass	93.42	Pass	93.44	Pass	98.38	Pass	96.85	Pass	100.00	Pass	93.68	Pass	95.84	Pass	100.00	Pass
ATG4B	HsaALTD0000550-3/4	28	0.00	Pass	0.00	Pass	5.52	Pass	0.84	Pass	0.00	Pass	6.56	Pass	1.62	Pass	3.15	Pass	0.00	Pass	0.79	Pass	4.16	Pass	0.00	Pass
ATG4B	HsaALTD0000550-4/4	44	0.00	Pass	1.04	Pass	0.00	Pass	0.84	Pass	6.58	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	5.53	Pass	0.00	Pass	0.00	Pass
MLKL	HsaALTD0003938-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
MLKL	HsaALTD0003938-2/2	26	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
MLKL	HsaALTD0003939-1/2	0	100.00	Pass	95.15	Pass	83.27	Pass	89.15	Pass	83.79	Pass	83.19	Pass	95.02	Pass	84.13	Pass	0.00	Fail	91.38	Pass	88.96	Pass	81.55	Pass
MLKL	HsaALTD0003939-2/2	31	0.00	Pass	4.85	Pass	16.73	Pass	10.85	Pass	16.21	Pass	16.81	Pass	4.98	Pass	15.87	Pass	100.00	Fail	8.62	Pass	11.04	Pass	18.45	Pass
COG7	HsaALTD0001527-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
COG7	HsaALTD0001527-2/2	5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
STIP1	HsaALTD0006263-1/2	0	NA	Fail	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	32.65	Fail
STIP1	HsaALTD0006263-2/2	4	NA	Fail	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	67.35	Fail
TXNDC2	HsaALTD0006934-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TXNDC2	HsaALTD0006934-2/2	203	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAB31	HsaALTD0005232-1/2	0	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAB31	HsaALTD0005232-2/2	12	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
REEP4	HsaALTD0005355-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
REEP4	HsaALTD0005355-2/2	18	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
REEP4	HsaALTD0005356-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
REEP4	HsaALTD0005356-2/2	9	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TNXB	HsaALTD0006696-1/2	0	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TNXB	HsaALTD0006696-2/2	91	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFTPC	HsaALTD0005840-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFTPC	HsaALTD0005840-2/2	89	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFTPC	HsaALTD0005841-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SFTPC	HsaALTD0005841-2/2	8	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BMP1	HsaALTD0000717-1/2	0	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	1.92	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
BMP1	HsaALTD0000717-2/2	4	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	98.08	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
BMP1	HsaALTD0000718-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BMP1	HsaALTD0000718-2/3	13	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BMP1	HsaALTD0000718-3/3	33	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATXN2L	HsaALTD0000616-1/2	0	78.53	Pass	87.33	Pass	91.19	Pass	82.25	Pass	80.39	Pass	84.31	Pass	87.55	Pass	85.83	Pass	87.57	Pass	84.12	Pass	88.26	Pass	80.20	Pass
ATXN2L	HsaALTD0000616-2/2	54	21.47	Pass	12.67	Pass	8.81	Pass	17.75	Pass	19.61	Pass	15.69	Pass	12.45	Pass	14.17	Pass	12.43	Pass	15.88	Pass	11.74	Pass	19.80	Pass
ATXN2L	HsaALTD0000617-1/2	0	94.36	Pass	88.11	Pass	86.11	Fail	90.48	Pass	90.91	Fail	92.31	Pass	86.11	Pass	72.73	Pass	92.86	Pass	90.57	Pass	57.78	Pass	70.37	Fail
ATXN2L	HsaALTD0000617-2/2	5	5.64	Pass	11.89	Pass	13.89	Fail	9.52	Pass	9.09	Fail	7.69	Pass	13.89	Pass	27.27	Pass	7.14	Pass	9.43	Pass	42.22	Pass	29.63	Fail
POLR3D	HsaALTD0004944-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	80.00	Fail	100.00	Fail	100.00	Fail
POLR3D	HsaALTD0004944-2/2	37	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	20.00	Fail	0.00	Fail	0.00	Fail
FNTA	HsaALTD0002634-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FNTA	HsaALTD0002634-2/3	178	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FNTA	HsaALTD0002634-3/3	195	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SERINC2	HsaALTD0005792-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass	NA	Fail
SERINC2	HsaALTD0005792-2/2	8	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass	NA	Fail
C4orf41	HsaALTD0001014-1/2	0	100.00	Fail	100.00	Pass	95.77	Pass	100.00	Pass	100.00	Pass	96.69	Pass	100.00	Fail	88.29	Pass	NA	Fail	97.79	Pass	100.00	Pass	100.00	Fail
C4orf41	HsaALTD0001014-2/2	58	0.00	Fail	0.00	Pass	4.23	Pass	0.00	Pass	0.00	Pass	3.31	Pass	0.00	Fail	11.71	Pass	NA	Fail	2.21	Pass	0.00	Pass	0.00	Fail
C4orf41	HsaALTD0001015-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	NA	Fail	0.00	Pass	0.00	Pass	0.00	Fail
C4orf41	HsaALTD0001015-2/2	5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	NA	Fail	100.00	Pass	100.00	Pass	100.00	Fail
COL3A1	HsaALTD0001554-1/2	0	0.00	Fail	0.00	Pass	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	21.86	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001554-2/2	3	100.00	Fail	100.00	Pass	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	78.14	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001555-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001555-2/2	26	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001556-1/3	0	0.00	Fail	0.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001556-2/3	30	0.00	Fail	0.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001556-3/3	33	100.00	Fail	100.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001557-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
COL3A1	HsaALTD0001557-2/2	2	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
COL3A1	HsaALTD0001558-1/2	0	NA	Fail	0.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
COL3A1	HsaALTD0001558-2/2	138	NA	Fail	100.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
COL3A1	HsaALTD0001559-1/2	0	0.00	Fail	0.00	Pass	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL3A1	HsaALTD0001559-2/2	62	100.00	Fail	100.00	Pass	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Pass	NA	Fail	NA	Fail	NA	Fail	NA	Fail
